user_id,daily_screen_time_hours,social_media_hours,work_study_hours,sleep_hours,notification_count,breaks_per_day,stress_level,productivity_score
2054,5.89,1.71,4.64,5.58,157,11,10,29
2055,3.81,2.3,6.41,7.76,74,12,10,16
2056,4.86,2.79,1.47,6.53,172,6,9,1
2057,5.55,0.85,4,7.33,52,4,9,63
2058,8.25,4.41,2.45,3.87,227,4,7,72
2059,7.03,2.49,4.25,7.45,30,10,6,4
2060,6.89,2.84,5.94,5.86,19,6,10,51
2061,8.2,1.81,3.79,4.36,54,8,5,100
2062,6.23,0.91,6.73,9.25,102,5,4,61
2063,7.28,1.78,3.29,7.58,12,14,2,82
2064,6.29,2.76,6.77,7.1,52,3,4,83
2065,7.03,3.31,7.62,8.42,189,12,7,100
2066,5.33,2.69,7.03,7.12,50,1,1,73
2067,1.62,2.92,4.31,5.76,130,5,3,26
2068,6.23,2.1,1,6.57,116,3,4,2
2069,9.35,3.1,6.16,5.92,178,3,7,67
2070,8.35,4.28,4.75,6.15,214,4,3,92
2071,8.43,3.35,3.04,5.16,18,9,4,45
2072,8.97,3.47,3.89,5.54,183,4,1,60
2073,6.68,2.85,7.87,7.96,153,5,1,20
2074,6.89,0.7,2.73,7.23,133,10,10,19
2075,5.26,1.25,5.94,6.15,122,5,3,83
2076,5.87,3.05,5.44,5.46,130,1,7,37
2077,7.73,2.49,4.29,6.27,56,7,6,15
2078,8.91,3.03,6.29,4.61,165,2,5,70
2079,6.22,4.51,8.26,6.96,37,6,8,65
2080,5.6,3.37,4.41,8.03,84,14,8,13
2081,6.5,4.01,4.51,9.88,245,11,4,56
2082,7.7,2.61,6.24,5.37,103,4,10,57
2083,3.61,1.53,6.84,7.97,148,14,6,3
2084,1.91,2.43,4.74,5.88,38,5,1,45
2085,5.4,1.53,4.39,5.33,193,12,10,72
2086,4.06,4.37,1,5.33,213,5,10,87
2087,5.48,3.45,3.44,6.98,209,4,9,28
2088,6.2,3.12,2.72,5.59,66,14,5,33
2089,5.59,3.98,6.37,6.01,190,2,8,98
2090,9.4,0.08,4.51,6.23,83,12,10,98
2091,7.15,3.21,4.43,5.84,128,8,10,25
2092,7.1,0.93,4.98,5.74,68,1,1,62
2093,7.74,2.49,3.26,3.64,44,9,4,65
2094,4.22,2.13,8.11,6.91,189,6,2,71
2095,8.58,3.29,7.6,6.89,45,4,2,38
2096,6.35,2.77,8.24,5.76,86,6,2,28
2097,7.84,4.11,6.37,7.27,67,11,2,81
2098,4.36,1.78,4.94,8.62,228,9,8,30
2099,3.39,3.35,8.23,6.83,241,13,6,1
2100,8.14,2.69,3.64,8.53,11,14,9,92
2101,7.25,0.54,3.26,9.71,37,12,2,100
2102,4.7,1.4,3.8,10,235,12,1,18
2103,4.76,2.32,6.05,5.26,222,9,8,2
2104,8.75,3.83,3.48,5.26,79,3,10,97
2105,4.12,3.06,4.69,6.22,72,13,3,71
2106,9.79,1.1,1.8,6.97,189,8,3,59
2107,4.7,2.33,5.96,8.86,69,1,8,50
2108,7.78,4.92,1.97,7.62,240,9,5,18
2109,5.84,2.63,3.14,5.24,99,7,8,7
2110,7.71,2.11,7.43,6,173,14,2,61
2111,5.41,3.09,7.36,6.75,113,10,10,68
2112,6.17,3.42,5.75,4.86,219,7,9,17
2113,6.58,1.95,5.55,6.82,199,6,2,83
2114,4.5,3.1,3.94,5.26,243,1,9,69
2115,7.98,2.11,3.45,4.65,125,13,10,55
2116,5.47,3.36,4.28,5.57,52,2,6,13
2117,6.04,2.7,1.97,7.33,176,11,5,76
2118,4.51,3.08,5.5,7.33,142,3,7,68
2119,1.38,1.59,5.1,6.93,227,1,7,89
2120,6.12,1.51,3.13,8.09,212,5,4,95
2121,11.33,3.63,8.14,7.95,187,11,7,40
2122,8.07,2.4,6.21,7.07,25,5,3,15
2123,6.46,2.84,6.38,6.89,220,6,3,28
2124,5.97,2.13,4.03,6.97,61,14,7,57
2125,6.54,3.58,5,6.61,206,13,1,64
2126,7.59,1.77,6.25,3.97,80,7,8,75
2127,4.14,2.34,5.31,8.28,12,10,2,93
2128,8.73,3.44,8.2,7.32,98,9,1,5
2129,7.93,3.91,4.59,5.22,147,13,6,62
2130,7.94,1.87,3.99,8.66,60,7,4,42
2131,7.38,4.85,6.27,6.03,206,13,7,66
2132,6.54,2.88,2.47,6.66,169,6,3,20
2133,7.85,1.25,6.85,8.13,233,13,2,86
2134,7.68,2.94,2.4,7.09,142,9,4,40
2135,5.79,2.04,6.28,8.54,127,2,4,27
2136,5.35,3.02,3.7,6.34,180,6,4,21
2137,6.7,2.45,5.95,9,220,5,3,20
2138,9.6,2.59,6.81,5.79,149,12,7,32
2139,4.02,1.41,5.31,8.51,168,6,5,54
2140,3.56,3.69,2.6,3.86,218,10,4,36
2141,6.83,1.11,3.21,5.37,159,1,5,58
2142,6.6,1.17,3.54,7.19,68,11,7,67
2143,6.85,2.94,1.21,6.28,61,5,4,72
2144,6.99,4.42,7.25,6.7,56,12,10,30
2145,6.05,2.08,5.22,6.85,114,8,5,68
2146,9.48,3.34,2.73,5.25,223,3,6,7
2147,3.3,3.79,7.91,5.35,58,14,6,24
2148,4.84,3.48,3.6,7.1,65,3,7,9
2149,6.29,2.13,5.5,5.93,227,13,10,34
2150,3.21,1.19,3.35,8.54,40,13,3,99
2151,6.15,0,1,6.55,196,11,8,73
2152,9.82,2.18,2.27,7.73,244,7,5,55
2153,6.54,3.91,4.1,7.38,79,7,1,79
2154,6.96,1.15,6.8,6.02,85,12,4,12
2155,3.98,3.34,5.69,4.23,180,2,4,58
2156,5.27,1.36,5.28,8.34,228,13,8,59
2157,5.75,2.63,1,5.53,90,8,10,68
2158,5.86,3.35,7.54,6.28,83,5,9,17
2159,9.06,1.71,5.45,6.6,118,9,3,73
2160,7.62,2.7,4.76,6.73,14,13,10,95
2161,4.28,2,7.26,8.05,13,1,1,30
2162,6.99,3.35,7.49,6.81,240,11,8,63
2163,7.5,2.78,7.31,6.63,152,4,9,62
2164,8.78,2.57,4.51,8.12,139,8,4,62
2165,9.66,4.37,2.99,7.58,186,9,5,18
2166,4.47,3.29,6.98,5.84,65,9,4,21
2167,4.88,1.67,2.27,5.31,145,10,4,81
2168,3.98,2.4,8.89,5.73,25,11,3,35
2169,6.03,2.41,5.06,6.74,201,1,10,17
2170,7.43,2.6,2.88,5.18,221,1,4,81
2171,8.47,5.53,2.54,6.92,33,7,9,89
2172,6.35,2.95,2.44,6.63,236,11,7,54
2173,5.86,0.06,5.28,3.49,64,13,6,77
2174,6.8,1.85,4.99,4.97,191,12,9,24
2175,4.83,0.18,2.53,3.05,218,6,2,15
2176,10.68,2.1,4.29,6.35,78,14,4,85
2177,3.28,0.12,2.26,8.2,215,7,9,76
2178,6.87,1.45,6.18,4.34,215,8,8,14
2179,10.55,0.68,4.89,5.08,247,11,1,47
2180,6.51,2.96,4.24,6.59,244,6,9,92
2181,6.12,2.5,2.42,5.42,69,10,10,89
2182,5.79,2.86,4.4,5.41,168,14,2,92
2183,6.14,2.37,4.17,7.5,29,10,1,31
2184,9.25,0.83,5.64,6.16,214,12,2,100
2185,2.08,3.12,5.33,4.87,63,10,10,80
2186,9.57,4.81,6.58,4.09,146,7,6,58
2187,3.65,2.99,4.03,9.67,171,11,2,40
2188,5.97,1.99,1.28,8.27,213,7,1,62
2189,5.64,0.79,6.98,6.21,241,7,5,54
2190,7.68,1.41,3.13,6.91,89,13,2,60
2191,3.3,3.04,2.79,6.16,202,14,4,93
2192,7.42,3.79,4.91,7.46,153,2,8,11
2193,10.55,2.81,5.6,5.69,79,3,10,26
2194,3.77,3.46,3.94,6.09,221,10,6,27
2195,6.88,3.35,3.92,7.39,143,9,8,30
2196,5.18,3.11,4.22,8.69,44,1,5,53
2197,7.35,1.71,7.83,7.76,114,13,2,37
2198,6.54,2.71,4.99,8.4,140,8,1,3
2199,5.22,1.48,3.06,6.39,30,7,8,74
2200,7.48,2.52,3.08,5.99,144,6,1,96
2201,10.11,2.9,4.5,4.28,87,1,10,69
2202,6.12,4.51,5.48,6.89,167,9,9,9
2203,7.94,0.93,5.97,7.29,31,2,4,26
2204,3.91,3.08,5.25,6.41,151,10,6,35
2205,4.59,4.28,3.32,5.79,192,12,6,69
2206,7.44,3.41,4.15,8.42,98,5,3,80
2207,9.47,3.5,6.47,7.62,76,9,1,77
2208,7.21,3.21,2.71,8.51,142,12,6,94
2209,5.87,4.06,4.07,5.56,206,8,10,11
2210,6.5,1.2,6.19,5.88,124,10,5,30
2211,4,0.84,6.75,8.36,68,14,4,21
2212,7.71,2.49,4.61,6.74,243,4,9,4
2213,8.26,0,4.18,6.06,146,8,4,17
2214,5.6,3.98,2.36,6.15,185,9,1,97
2215,5.56,3.96,6.05,6.79,242,12,10,60
2216,7.03,1.98,7.64,8.1,111,11,6,31
2217,5.63,2.06,10.13,6.59,46,5,7,6
2218,6.37,2.41,5.77,7.83,77,1,1,97
2219,10.7,2.56,4.9,7.41,157,11,9,39
2220,6.01,2.65,3.16,5.66,94,6,10,42
2221,5.78,3.17,1.24,5.66,187,4,2,50
2222,5.2,2.29,5.35,6.21,249,6,7,27
2223,7.99,3.63,9.7,5.06,33,1,8,89
2224,6.14,3.04,7.54,6.13,133,4,8,83
2225,5.2,1.77,7.23,8.77,208,5,1,2
2226,9.14,4.1,5.49,6.76,247,6,10,65
2227,9.34,0.87,5.72,5.8,135,14,1,14
2228,5.3,2.39,1,9.29,58,5,10,15
2229,2.77,3.66,6.53,5.59,145,2,4,51
2230,8.52,1.63,3.84,5.55,84,3,2,22
2231,5.13,2.87,3.6,8.4,119,5,10,58
2232,8.08,3.15,4.35,7.66,210,11,4,81
2233,2.56,1.47,4.29,6.63,15,7,6,62
2234,8.29,2.41,3.56,7.88,49,4,3,50
2235,4.08,2.31,5.03,7.19,90,11,10,41
2236,7.96,1.84,3.88,5.26,191,6,3,32
2237,6.53,5.26,5.2,3.68,214,9,1,33
2238,4.59,1.58,2.03,6.06,118,10,5,65
2239,5.69,3.71,4.57,8.21,154,7,7,41
2240,7.87,2.03,2.81,6.24,60,3,6,83
2241,6.71,1.2,3.72,7.4,11,11,4,59
2242,7.67,2.62,5.29,7.04,167,5,6,99
2243,10.45,3.28,1.79,4.6,169,9,3,58
2244,3.37,3.6,3.36,6.27,59,5,3,4
2245,9.73,4.37,6.14,7.27,237,3,7,75
2246,6.71,6.03,2.17,5.78,208,8,9,3
2247,4.7,2.8,8.56,6.33,153,7,1,66
2248,3.84,1.7,7.41,7.31,92,12,4,36
2249,6.12,3.04,4.01,6.89,216,5,10,23
2250,8.34,2.18,3.43,8.16,192,5,5,11
2251,6.24,3.61,5.4,7.3,194,1,2,35
2252,9.52,0.94,2.11,5.56,215,8,10,29
2253,3.6,5.34,1,6.18,54,6,3,61
2254,6.48,3.53,4.08,6.83,189,5,5,62
2255,4,0.48,4.73,8.54,208,13,8,7
2256,7.23,1.65,5.19,6.18,184,7,3,19
2257,8.27,3.48,3.77,4.55,42,2,3,70
2258,5.66,3.91,7.55,7.37,137,3,6,89
2259,1.29,0.97,2.01,5.82,107,9,8,80
2260,6.9,3.36,2.72,5.13,161,5,1,62
2261,7.37,0.16,5.97,6.82,44,6,7,23
2262,7.31,2.39,2.68,8.06,201,8,7,53
2263,8.97,3.83,2.6,6.05,94,14,3,11
2264,4.36,1.84,5.25,7.45,97,3,3,97
2265,7.86,0.69,2.89,7.69,110,1,9,72
2266,8.89,2.68,4.73,7.83,217,14,10,100
2267,2.94,1.77,3.6,5.85,69,13,1,89
2268,7.14,3.26,3.28,5.34,218,4,1,35
2269,5.49,1.44,1,5.52,38,14,2,13
2270,6.34,1.57,5.28,7.83,27,2,6,70
2271,7.2,0.07,2.51,7.67,195,9,8,99
2272,5.53,2.7,4.66,5.56,57,4,10,61
2273,5.15,2.31,3.98,9.57,20,9,1,39
2274,6.57,1.07,4.59,5.4,140,7,1,68
2275,4.33,2.73,4.7,8.1,179,7,2,43
2276,4.33,3.73,5.39,8.78,155,1,7,42
2277,7.86,2.24,3.54,6.94,25,2,4,16
2278,4.2,2.82,7.49,5.8,50,7,1,11
2279,7.83,2.83,1.31,5.83,202,12,8,88
2280,7.43,1.05,4.55,6.46,52,5,4,78
2281,3.05,4.97,6.67,8.21,180,7,7,63
2282,5.14,1.93,5.95,5.24,100,3,8,72
2283,8.89,3.29,3.05,4.41,40,8,1,94
2284,4.54,3.42,3.38,7.27,246,4,2,31
2285,5.57,2.33,2.99,7.56,37,8,2,70
2286,7.42,3.23,6.2,9.36,241,6,5,24
2287,8.07,2.79,3.52,5,60,9,5,55
2288,6,0.8,5.51,6.62,36,6,6,1
2289,5.3,2.1,5.53,8.31,18,4,2,38
2290,9.34,1.76,9.74,6.96,130,3,8,56
2291,9.98,1.95,5.63,6.55,133,14,1,46
2292,8.46,0.94,3.38,7.83,175,4,9,85
2293,6.67,3.85,2.08,6.02,173,11,5,6
2294,4.88,4.42,4.45,7.91,69,7,10,79
2295,4.84,3.67,4.76,5.17,242,8,8,32
2296,7.55,4.02,1,4.82,228,2,8,82
2297,7.34,2.09,3.57,6.44,66,9,2,96
2298,9.3,1.74,5.59,3.47,184,7,9,12
2299,7.8,1.57,3.94,6.91,123,7,6,75
2300,3.49,3.27,6.94,4.55,227,13,3,34
2301,8.6,2.77,1.88,7.17,228,12,1,66
2302,4.5,2.41,6.35,7.04,77,10,9,44
2303,5.73,4.05,6.83,6.71,60,14,3,86
2304,7,2.99,6.91,7.37,67,4,1,21
2305,10.49,1.49,1.87,7.07,57,7,5,70
2306,12.72,1.68,5.63,6.42,239,2,8,6
2307,7.71,3.32,3.66,9.18,68,11,7,12
2308,6.13,3.75,2.19,7.31,85,10,5,4
2309,7.57,3.16,4.17,7.8,56,14,2,7
2310,8.28,4.78,3.19,8.2,152,14,2,76
2311,5.86,4.46,6.84,7.67,120,3,3,94
2312,10.09,3.03,6.03,9.48,121,2,6,73
2313,6.96,1.49,2.7,7.02,231,12,4,7
2314,7.5,0.93,3.55,6.79,215,5,9,47
2315,7.83,2.04,4.24,5.96,81,1,3,22
2316,7.34,3.4,4.86,6.47,130,14,6,27
2317,8.18,4.69,7.01,5.85,229,13,4,99
2318,5.27,3,6.38,7.68,104,2,1,38
2319,5.38,3.9,5.1,5.61,11,11,1,88
2320,4.3,2.21,4.48,6.9,88,6,8,14
2321,7.38,3.25,1.45,7.53,198,6,3,40
2322,8.06,3.49,7.58,7,49,12,2,100
2323,7.42,0.12,4.11,5.64,180,8,1,77
2324,9.85,2,8.11,7.71,57,9,8,50
2325,6.49,3.64,5.39,6.69,209,9,9,75
2326,7.84,2.83,9.05,3.07,206,7,1,32
2327,4.32,1.06,6.21,5.52,66,12,8,69
2328,5.73,0,2.14,8.62,205,10,1,81
2329,7.89,2.06,3.77,8.73,21,1,10,66
2330,8.2,2.41,4.66,7.48,211,4,2,96
2331,5.91,1.44,3.25,7.82,77,7,1,87
2332,6.36,2.67,4.25,5.79,188,2,2,5
2333,3.46,3.11,2.27,6.46,83,12,2,40
2334,5.79,3.3,5.01,8.41,38,9,5,38
2335,8.28,0,5.47,7.35,101,13,10,72
2336,7.65,0.92,2.99,6.88,38,1,3,91
2337,7.5,2.13,8.88,6.56,92,9,1,62
2338,6.6,3.19,5.13,8.33,124,7,10,2
2339,6.51,3.09,3.37,8.26,116,13,2,40
2340,5.18,3.07,1.74,7.64,150,10,4,71
2341,7.9,2.04,5.12,6.89,194,6,7,50
2342,7.34,2.11,4.48,6.34,107,14,1,22
2343,7.48,1.63,6.57,7.7,55,12,5,7
2344,5.45,3.42,4.71,5.37,29,7,2,73
2345,2.19,1.4,2.61,5.64,219,2,8,35
2346,8.69,3.52,8.34,4.91,68,10,2,24
2347,5.54,2.75,5.87,8.41,249,12,4,36
2348,4.77,2.45,4.49,5.86,129,2,6,53
2349,7.89,1.71,5.33,7.33,45,14,9,82
2350,5.72,0.87,5.95,6.64,10,3,10,26
2351,8.62,1.72,2.14,10,99,6,4,79
2352,7.73,2.1,5.32,7.37,140,1,4,56
2353,7.87,0,4.1,4.38,53,11,7,86
2354,3.77,2.26,6.01,8.33,192,4,1,89
2355,8.92,3.61,3.52,6.3,69,8,5,43
2356,7.02,3.18,3.79,6.54,140,8,5,89
2357,5.76,1.9,8.33,5.93,94,14,1,41
2358,6.79,2.56,7.46,7.05,200,5,6,89
2359,2.95,1.83,1,7.04,91,7,9,38
2360,7.32,2.68,7.31,5.96,168,5,7,89
2361,4.44,4.35,4.85,6.14,237,4,2,7
2362,3.79,3.66,3.58,6.93,70,6,4,40
2363,3.46,3.12,2.99,3.75,58,14,8,24
2364,8.73,1.91,3.1,4.93,53,8,1,83
2365,5.24,3.4,3.64,8.97,189,12,6,22
2366,9.57,0.48,2.75,7.23,40,10,3,46
2367,5.43,2.2,2.29,6.12,81,1,3,23
2368,3.09,3.2,2.92,4.6,98,3,1,84
2369,4.27,3.39,5.65,6.73,186,4,8,84
2370,8.97,3.3,5.1,8.08,55,5,5,7
2371,6.19,2.85,6.11,10,191,1,1,34
2372,5.4,2.27,4.87,9.26,221,9,5,11
2373,6.82,3.15,2.39,5.65,148,8,5,43
2374,7.5,1.36,5.99,6.16,113,2,9,72
2375,8.73,1.49,2.99,4.89,74,5,10,11
2376,9.4,2.57,6.29,5.71,222,9,3,43
2377,5.78,2.71,2.67,6.52,154,13,9,25
2378,3.85,0.31,3.63,6.32,125,3,8,31
2379,5.67,3.05,4.28,9.47,37,5,10,26
2380,7.02,3.43,6.35,5.09,91,9,2,74
2381,4.57,2.41,5.35,6.74,230,6,9,97
2382,4.59,5.35,5.04,4.12,83,13,5,71
2383,7.19,1.68,8.77,7.23,18,5,8,100
2384,6.4,2.07,1.33,5.06,171,8,8,45
2385,6.57,2.03,2.92,8.23,157,14,4,58
2386,4.98,2.41,2.84,6.42,232,5,1,64
2387,6.04,2.11,1.46,4.98,140,9,9,20
2388,4.65,0.81,3.56,4.07,138,11,6,79
2389,8.28,1.84,6.38,5.53,69,13,2,80
2390,8.57,2.38,3.82,7.11,106,3,4,99
2391,2.81,3.97,4.33,7.35,59,1,10,62
2392,4.64,5.14,1.55,6.15,145,4,5,61
2393,3.51,4.1,3.41,8,155,7,6,85
2394,5.2,1.57,4.08,5.32,39,13,5,54
2395,6.33,1.67,6.28,3,106,3,9,35
2396,3.6,2.31,1.65,7.17,159,13,10,34
2397,4.66,4.64,4.09,8.48,90,10,2,1
2398,4.49,2.3,7.17,8.49,243,8,3,9
2399,6.91,0.91,4.11,5.11,18,2,10,94
2400,6.64,1.9,1,6.09,31,9,3,21
2401,5.06,3.41,7.56,7.74,147,14,3,82
2402,6.85,3.33,6.47,5.98,234,3,6,22
2403,5.41,2.26,6.74,6.94,249,11,8,90
2404,5.96,3.32,1.51,5.87,240,14,5,76
2405,9.85,0,8.02,5.38,76,6,6,31
2406,9.18,2.62,3.45,5.63,218,7,1,37
2407,3.9,3.53,3.98,8.04,18,5,10,100
2408,8.16,1.5,3.59,6.82,56,10,3,48
2409,8.12,1.5,6.89,8.45,49,13,4,2
2410,4.2,0.26,4.64,7.48,45,5,7,16
2411,8.14,4.41,5.96,8.89,156,14,5,50
2412,9.58,1.64,5.15,7.86,107,1,1,23
2413,4.25,2.79,4.81,7.79,11,4,3,99
2414,4.66,3.22,3.11,6.64,182,1,2,6
2415,8.54,4.31,8.62,10,228,9,6,61
2416,7.04,2.32,2.07,6.95,92,9,5,36
2417,7.6,1.85,5.82,4.23,170,5,3,22
2418,7.18,2.71,5.75,7.15,73,5,2,62
2419,7.28,4.04,7.31,5.52,163,13,1,11
2420,3.85,2.3,7.78,8.12,128,5,2,98
2421,8.59,1.35,4.73,7.74,120,7,5,85
2422,8.84,0.65,6.06,6.55,171,6,5,77
2423,6.04,1.03,8.53,5.65,200,2,9,45
2424,6.41,3.54,4.87,6.99,165,11,6,82
2425,3.44,2.12,2.87,5.97,217,10,3,56
2426,7.53,1.77,4.23,7.82,223,3,10,45
2427,7.64,1.64,2.39,7.52,101,5,3,44
2428,6.38,2.6,5.74,10,87,7,3,94
2429,8.75,2.21,7.13,6.22,15,2,8,88
2430,5.83,2.17,4.76,6.41,148,11,9,1
2431,7.63,4.12,1.76,6.6,55,4,3,28
2432,4.46,4.35,7.04,6.66,29,1,1,4
2433,6.45,0.57,1.45,8.14,173,7,8,4
2434,6.15,2.89,1.91,6.44,122,11,10,78
2435,6.95,1.57,4.64,9.36,25,14,2,75
2436,5.76,2.2,5.5,7.56,207,2,7,87
2437,6.24,2.87,5.84,6.17,209,8,7,76
2438,8.15,2.24,4.87,5.84,182,10,9,58
2439,5.63,2.78,8.52,8.15,237,12,8,42
2440,3.29,3.31,5.13,6.84,57,11,9,68
2441,10,2.85,7.07,6.81,122,1,1,65
2442,9.26,1.72,6.57,6.02,13,2,3,40
2443,3.92,1.74,2.41,6.72,185,8,4,74
2444,7.88,0.77,4.66,5.97,107,5,3,7
2445,5.49,1.48,9.25,8.57,221,14,8,2
2446,7.03,4.85,3.99,7.73,225,5,7,87
2447,7.09,1.55,3.65,6.57,118,11,5,34
2448,6.03,1.07,5.34,6.55,204,7,5,51
2449,4.93,2.88,4.06,6.92,165,14,4,12
2450,5.12,2.37,3.41,6.79,167,4,5,56
2451,4.67,2.27,4.03,5.56,38,9,5,76
2452,4.84,4.19,7.86,4.33,158,3,4,16
2453,6.37,3.16,4.73,5.76,51,8,5,8
2454,5.07,1.86,2.34,6.63,228,3,7,42
2455,7.86,1.99,1.98,5.84,137,8,9,6
2456,9.47,1.9,9.41,7.87,59,14,7,79
2457,5.34,3.55,4.55,6.5,98,1,1,49
2458,6.98,2.13,5.87,9.24,135,10,9,11
2459,7.5,0.35,3.46,6.07,12,13,3,62
2460,7.44,2.44,5.64,6.98,202,10,2,30
2461,6.65,0.66,7.92,6.42,32,7,10,10
2462,7.99,5.12,3.7,7.37,116,12,9,87
2463,7.46,1.34,5.92,8.19,14,1,2,18
2464,4.02,2.31,2.19,7.59,232,2,10,62
2465,8.24,2.81,9.05,4.16,34,11,9,9
2466,8.27,2.15,5.54,7.45,44,11,5,73
2467,4.97,2.15,4.17,5.49,244,12,6,6
2468,6.58,3.01,4.4,6.4,74,12,7,80
2469,7.87,4.33,3.98,7.7,216,1,7,76
2470,6.08,3.42,4.08,5.34,48,10,4,2
2471,8.65,4.27,1,8.3,225,3,4,81
2472,11.23,1.24,4.8,6.34,132,9,5,26
2473,4.93,2.88,4.72,9.62,235,1,9,9
2474,3.74,2.69,5.98,6.89,120,3,10,5
2475,7.11,2.92,3.95,9.02,27,2,1,92
2476,7.94,4.15,3.46,8.36,34,5,8,94
2477,6.04,2.24,4.98,6.01,109,12,8,17
2478,9.41,2.01,1.78,5.11,138,7,7,62
2479,3.82,3.14,5.29,6.95,199,6,6,47
2480,7.89,0.37,1.28,6.04,146,10,3,39
2481,5.29,2.22,7.24,8.85,178,5,8,59
2482,9.94,2.34,6.37,6.48,104,13,7,83
2483,10.49,1.4,3.15,6.41,31,3,8,6
2484,4.97,3.77,6.32,4.99,239,13,2,68
2485,5.4,1.23,5.22,7.34,247,7,8,38
2486,8.22,2.34,2.98,5.27,242,12,7,56
2487,5.73,2.85,1,7.38,203,9,6,14
2488,6.41,4.12,5.63,7.55,242,2,9,80
2489,6.55,2.49,3.41,5.83,182,6,8,54
2490,2.66,3.62,7.19,8.04,189,12,5,32
2491,6.47,3.34,5.03,6.44,29,5,5,31
2492,5.12,2.65,3.6,4.89,130,9,9,69
2493,5.51,1.19,8.6,8.81,224,8,8,17
2494,9.39,0.78,6.15,5.6,149,9,4,4
2495,3.99,2.63,1,7.46,211,7,9,88
2496,8.13,1.85,4.03,7.35,133,5,6,6
2497,5.94,3.6,2.23,7.31,73,4,5,64
2498,5.94,3.4,3.4,7.28,169,14,10,30
2499,8.08,2.28,4.71,5.54,71,13,7,75
2500,7.18,1.11,5.71,9,142,8,9,91
2501,7.64,3.11,5.52,8.04,129,2,1,9
2502,8.44,1.28,7.16,7.42,53,1,9,24
2503,5.84,1.59,6.27,5.07,166,3,10,20
2504,5.28,1.32,6.15,5.53,42,7,5,13
2505,4.33,2.33,5.4,7.65,96,1,9,55
2506,4.85,3.9,7.57,4.2,109,5,5,92
2507,12.4,2.49,4.37,7.24,22,14,7,95
2508,8.99,1.97,4.42,5.07,59,5,7,96
2509,3.8,0.67,1.19,5.67,139,3,9,99
2510,3.86,3.16,7.11,4.97,212,11,5,19
2511,7.46,1.56,4.85,7.12,165,1,7,47
2512,7.59,2.64,10.87,8.25,226,5,5,71
2513,7.6,2.07,4.19,7.25,237,8,4,67
2514,5.99,3.51,5.18,7.4,27,9,1,40
2515,6.25,2.31,6.09,7.02,240,12,5,94
2516,7.16,2.43,2.8,7.69,210,13,4,58
2517,6.67,3.08,5.72,7.41,75,6,1,31
2518,2.06,5.03,5.07,3.27,237,1,10,45
2519,6.04,3.57,4.39,7.98,183,14,1,54
2520,4.8,2.39,7.35,7.84,154,13,5,73
2521,6.85,2.5,3.19,6.33,170,5,9,98
2522,12.47,1.87,5.55,4.23,108,2,1,86
2523,7.23,1.36,7.91,7.12,42,1,8,27
2524,5.87,1.84,3.59,7.22,105,13,9,52
2525,8.34,1.57,4.41,6.23,93,3,10,55
2526,7.47,3.28,9.69,7.04,167,11,4,27
2527,7.34,1.21,5.95,8.19,31,10,8,97
2528,7.71,4.1,3.99,9.92,134,5,1,45
2529,10.61,3.4,6.61,6.99,190,9,4,43
2530,4.24,2.52,3.86,7.23,226,7,10,42
2531,7.45,2.5,1.87,5.73,246,6,2,6
2532,4.65,1.83,7.74,6.15,183,9,10,48
2533,7.61,2.82,2.79,6.62,53,14,4,58
2534,4.66,3.81,9.9,8.33,84,14,2,27
2535,5.67,1.66,4.02,7.86,123,6,3,32
2536,5.91,0.66,9.27,9.31,171,11,1,38
2537,8.45,3.34,2.26,4.86,37,4,10,86
2538,8.34,2.89,7.05,5.08,172,7,3,53
2539,4.01,1.16,6,8.23,205,13,7,77
2540,6.61,1.62,6.68,8.68,18,2,8,96
2541,5.08,1.47,6.94,6.84,116,2,6,27
2542,3.98,1.63,4,3,31,6,1,40
2543,6.07,2.11,2.38,5.83,198,13,7,94
2544,5.88,2.18,4.9,7.24,226,5,3,35
2545,11.35,1.72,5.45,5.63,94,6,9,77
2546,7.37,1.59,4.06,7.04,34,2,2,62
2547,3.74,2.23,5.56,9.27,242,2,9,1
2548,5.37,2.7,5.66,8.65,90,1,10,27
2549,8.54,2.12,3.18,7.85,88,2,2,22
2550,10.68,3.89,5.79,6.72,178,14,2,48
2551,3.33,3.11,4.47,6.16,16,11,4,24
2552,2.74,0.59,3.6,7.79,68,10,2,23
2553,10.24,3.13,6.57,6.83,233,7,7,53
2554,7.28,3.23,3.45,6.88,209,2,3,35
2555,4.76,1.98,4.09,4.78,204,3,4,73
2556,7.57,0.71,5.14,5.87,42,11,1,27
2557,1.23,2.51,7.75,7.78,237,13,10,7
2558,6.51,2.49,5.39,5.37,218,6,4,24
2559,7.16,1.15,6.06,7.15,202,6,4,80
2560,8.35,0.76,4.4,7.34,109,10,4,23
2561,4.47,2.39,4.84,7.41,113,11,9,7
2562,6.67,2.22,4.9,7.53,69,9,3,56
2563,4.65,2,5.59,7.62,90,12,7,22
2564,7.01,2.4,4.41,5.99,131,11,4,93
2565,4.71,1.18,7.68,4.89,67,12,1,20
2566,5.68,1.98,4.25,5.66,53,2,10,6
2567,4.51,3.14,1.59,7.75,130,7,3,31
2568,7.8,2.08,10.49,5.24,57,1,9,91
2569,8.22,0.49,4.35,5.45,134,6,10,73
2570,6.03,1.93,7.63,5.44,174,9,6,62
2571,6.58,1.22,7.81,4.4,162,8,8,89
2572,3.6,2.82,6.89,5.31,162,6,9,42
